Thu Mar 23 22:54:29 2017,http://www.cnn.com/,Notre,0
Thu Mar 23 22:54:29 2017,http://www.cnn.com/,Dame,0
Thu Mar 23 22:54:29 2017,http://www.cnn.com/,South,0
Thu Mar 23 22:54:29 2017,http://www.cnn.com/,Bend,0
Thu Mar 23 22:54:29 2017,http://www.cnn.com/,Computer,0
Thu Mar 23 22:54:29 2017,http://www.cnn.com/,Science,3
Thu Mar 23 22:54:29 2017,http://www.cnn.com/,Department,1
Thu Mar 23 22:54:29 2017,http://www.cnn.com/,Plofchan,0
Thu Mar 23 22:54:29 2017,http://www.cnn.com/,Conway,0
Thu Mar 23 22:54:29 2017,http://www.cnn.com/,Leah,0
Thu Mar 23 22:54:29 2017,http://www.cnn.com/,Brynna,0
Thu Mar 23 22:54:29 2017,http://www.cnn.com/,Genius,0
Thu Mar 23 22:54:29 2017,http://www.cnn.com/,the,140
Thu Mar 23 22:54:29 2017,http://www.cnn.com/,news,57
Thu Mar 23 22:54:29 2017,http://www.bbc.com/,Notre,0
Thu Mar 23 22:54:29 2017,http://www.bbc.com/,Dame,0
Thu Mar 23 22:54:29 2017,http://www.bbc.com/,South,1
Thu Mar 23 22:54:29 2017,http://www.bbc.com/,Bend,0
Thu Mar 23 22:54:29 2017,http://www.bbc.com/,Computer,0
Thu Mar 23 22:54:29 2017,http://www.bbc.com/,Science,2
Thu Mar 23 22:54:29 2017,http://www.bbc.com/,Department,0
Thu Mar 23 22:54:29 2017,http://www.bbc.com/,Plofchan,0
Thu Mar 23 22:54:29 2017,http://www.bbc.com/,Conway,0
Thu Mar 23 22:54:29 2017,http://www.bbc.com/,Leah,0
Thu Mar 23 22:54:29 2017,http://www.bbc.com/,Brynna,0
Thu Mar 23 22:54:29 2017,http://www.bbc.com/,Genius,0
Thu Mar 23 22:54:29 2017,http://www.bbc.com/,the,179
Thu Mar 23 22:54:29 2017,http://www.bbc.com/,news,207
